Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Ownership,Bil_Mil,Min_Sal,Max_Sal,Avg_Sal,Company,Company_Age,State,Git_job,Python_job,C_job,SQL_job
Software Engineer,$46K-$98K (Glassdoor Est.),"Aircraft component OEMs, MRO facilities and operators depend on Testek Solutions for highly reliable aerospace test equipment to certify hydraulics, power generation, avionics, fuel, lube, actuator, and pneumatic components. With a 50-year track record of success, Testek uniquely holds long-term OEM partnerships, provides the industry’s leading equipment warranty, and support from a dedicated worldwide team.
We are actively seeking a Software Engineer and the sky is the limit with Testek Solutions! The selected candidate will develop and maintain software applications for Testek Solutions product portfolio.
Job Responsibilities:
Develop software for projects through the Route66 project development lifecycle
Review product test procedures and develop automated test sequences and reports
Review electrical and hydraulics schematics and configure software applications for Test Stands
Debug, Test and provide support to verify Test Stands meet project requirements
Provide software debug and upgrade services for Aftermarket projects
Maintain and upgrade software product revisions and revision history
Participate in customer reviews
Provide technical support and estimations for sales proposals
Conduct internal and external training on software applications
Conduct internal audits
Requirements:
Bachelor’s degree (required) in Electronics or Instrumentation (highly preferred)
A minimum of 2 years of experience with LabVIEW (hands-on)
Proficiency with Lab Equipment to include voltmeter, ammeters, signal generators, and oscilloscope
Experience with Configuration Management Tools, technical documentation, work estimation, and scheduling
Must be a US Citizen or Green Card Holder (ITAR compliance requirement)

Testek Solutions requires all new hires submit and pass a pre-employment drug screen, credit check (when applicable), and background check prior to beginning employment.
Testek Solutions is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, height, weight, genetic information, or any other classification protected by federal, state, or local law. Testek Solutions is committed to providing access, equal opportunity and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. To request reasonable accommodation, contact the Testek HR Department at 248-573-4980 or email hrdept@testek.com",4.4,"Testek Solutions
4.4","Wixom, MI",51 to 200 Employees,1969,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),Private,1,46,98,72.0,Testek Solutions,51,MI,0,0,0,0
Software Engineer,$46K-$98K (Glassdoor Est.),"Aircraft component OEMs, MRO facilities and operators depend on Testek Solutions for highly reliable aerospace test equipment to certify hydraulics, power generation, avionics, fuel, lube, actuator, and pneumatic components. With a 50-year track record of success, Testek uniquely holds long-term OEM partnerships, provides the industry’s leading equipment warranty, and support from a dedicated worldwide team.
We are actively seeking a Software Engineer and the sky is the limit with Testek Solutions! The selected candidate will develop and maintain software applications for Testek Solutions product portfolio.
Job Responsibilities:
Develop software for projects through the Route66 project development lifecycle
Review product test procedures and develop automated test sequences and reports
Review electrical and hydraulics schematics and configure software applications for Test Stands
Debug, Test and provide support to verify Test Stands meet project requirements
Provide software debug and upgrade services for Aftermarket projects
Maintain and upgrade software product revisions and revision history
Participate in customer reviews
Provide technical support and estimations for sales proposals
Conduct internal and external training on software applications
Conduct internal audits
Requirements:
Bachelor’s degree (required) in Electronics or Instrumentation (highly preferred)
A minimum of 2 years of experience with LabVIEW (hands-on)
Proficiency with Lab Equipment to include voltmeter, ammeters, signal generators, and oscilloscope
Experience with Configuration Management Tools, technical documentation, work estimation, and scheduling
Must be a US Citizen or Green Card Holder (ITAR compliance requirement)

Testek Solutions requires all new hires submit and pass a pre-employment drug screen, credit check (when applicable), and background check prior to beginning employment.
Testek Solutions is an affirmative action and equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, disability, age, sexual orientation, gender identity, national origin, veteran status, height, weight, genetic information, or any other classification protected by federal, state, or local law. Testek Solutions is committed to providing access, equal opportunity and reasonable accommodation for individuals with disabilities in employment, its services, programs, and activities. To request reasonable accommodation, contact the Testek HR Department at 248-573-4980 or email hrdept@testek.com",4.4,"Testek Solutions
4.4","Wixom, MI",51 to 200 Employees,1969,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),Private,1,46,98,72.0,Testek Solutions,51,MI,0,0,0,0
Software Engineer,$30K-$66K (Glassdoor Est.),"Software Engineer

Fairlawn, OH

We are seeking a Full Stack developer with 3-7 years of experience who will be part of an Agile team responsible for building .NET applications using technologies such as C#, React.js, Redux, ASP.NET Core, SQL Server, Docker, Kubernetes, RESTful Web Services, Message Queues and more. Your primary responsibility will be to design and develop various layers of our applications, coordinating with the rest of the team to ensure we're meeting the needs of the business. A commitment to collaborative problem solving, innovation, and quality product is essential.

Responsibilities
Work closely with team members and product owners to develop innovative applications built to serve the needs of the business and our customers
Design, build, and maintain efficient, reusable, and reliable code
Integrate data storage solutions using Stored Procedures, Entity Framework and more
Ensure the best possible performance, quality, and responsiveness of applications
Identify bottlenecks and bugs, and devise solutions to quickly mitigate and address these issues
Help maintain code quality, organization, and automatization
Investigate and develop skills in new technologies
Skills
Strong knowledge of latest .NET web framework, .NET Core knowledge preferred
Highly proficient in C#, with a good knowledge of JavaScript (React/Angular)
Familiarity with building and deploying micro-services
Strong understanding of object-oriented programming
Skill for writing reusable libraries
Familiar with various design and architectural patterns
Knowledge of concurrency patterns, dependency injection, etc.
Familiarity with Microsoft SQL Server
Experience with popular web application libraries and frameworks such as Bootstrap, FLUX and Redux
Familiarity with stateless applications such as Azure Function Apps
Knack for writing clean, readable, well documented and easily maintainable code
Experience working on an Agile software development team preferred (TFS/VSTS/Azure DevOps knowledge is a bonus)
Understanding of fundamental design principles for building a scalable application
Experience creating database schemas that represent and support business processes
Knowledge of RESTful web services and building/consuming APIs required, API Gateway experience helpful
Experience implementing automated testing platforms and unit tests (XUnit, Jest, etc.)
Proficient understanding of code versioning tools such as Git, SVN, and Mercurial
Understanding of and/or experience with Continuous Integration and Deployment
Works well with other engineers to problem solve and accomplish similar goals
Requirements
Bachelors and/or Master's Degree in Computer Science related field OR equivalent work experience
Passionate about software development, automation and STEM
Desire to grow both personally and professionally alongside others
Disclaimer

The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not to be construed as an exhaustive list of all responsibilities, duties, and skills required of personnel so classified. All personnel may be required to perform duties outside of their normal responsibilities from time to time, as needed.

BNSF Logistics offers competitive benefit programs and services including, but not limited to:
Competitive pay
Comprehensive health benefits package
401(k) plan with employer match
Flexible spending account
Company paid life, short-term and long-term disability insurance
Employee discounts on autos, travel, electronics, insurance, etc.
Tuition assistance
Professional training staff with an industry leading Learning Management System
Company culture that recognizes its employees
BNSF Logistics is an Equal Opportunity Employer that is committed to diversity, and values the ways in which we are different. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, or any other status protected by law.",3.7,"BNSF Logistics
3.7","Fairlawn, OH",501 to 1000 Employees,2002,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$100 to $500 million (USD),Private,1,30,66,48.0,BNSF Logistics,18,OH,1,0,1,1
Software Engineer,$52K-$108K (Glassdoor Est.),"We provide technology that community financial institutions use to manage risk and drive growth. Our solutions automate key processes – from anti-money laundering to fraud detection to CECL readiness to lending workflows – empowering our customers by addressing their Enterprise Risk Management needs.

This is an exciting opportunity for someone who is not only a master of their craft, but also shares our commitment to driving a strong company culture by putting their heart and soul into their work every day.

Abrigo is seeking a back-end oriented .NET Software Engineer to join our talented and dedicated development group as an integral part of building our data analytics platform and bringing simple solutions to complex banking problems to life. This position is a key role in our software engineering group. The perfect candidate is organized, self-motivated, is a master of their craft and success-oriented.

We are seeking a highly motivated and skilled Software Engineer to help us leverage and build upon our high performance data warehouse and analysis platform. The position will require development work in a fast-paced environment at a rapidly growing company. The expectation for this individual is to not only execute but innovate at a high level. Ideal candidates must be passionate about software development. Our culture allows for regular sharing of innovative ideas and implementation of the best designs all within a casual workspace environment and dog friendly office. We believe in challenging our developers with large-scale, intellectually stimulating work and rewarding them with very competitive compensation packages.


What You'll Do:
Build, maintain, and enhance complex financial software solutions.
Work in a full stack web-based development environment.
Work to architect an Enterprise Data Warehouse utilizing state of the art tools, platforms, and Data Vault 2.0 methodology.
Build prototypes, functional code, and automated tests.
Take ownership of your work, and provide feedback in a fast-paced, interactive development cycle.
Quickly find solutions to technical challenges, ranging from integrating disparate data sets into an Enterprise Data Warehouse to efficiently performing complex calculations to designing data structures to represent complex systems.
Make mistakes, fail fast, and grow quickly.
What You'll Need:
Bachelor’s degree in Computer Science or related field.
Experience in web development and Object-Oriented Design preferred.
Experience with the following technologies is preferred: C#, ASP.NET, Data Vault 2.0, Snowflake, Angular, Java, SQL.
Experience with the traditional front-end web stack is preferred (HTML, CSS, JavaScript).
Well-developed problem solving skills; critical thinking and ability to weigh pros/cons of multiple options.
Excellent communication skills.
Strong attention to detail.
What You’ll Get:
Market competitive total rewards package
To be part of the Heart & SOUL of a winning company with an inspiring mission
The opportunity to Make Big Things Happen
Competitive salary along with full health benefits with an HSA option
Unlimited PTO and bank holidays
401(k) plan and company match
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, gender identity, age, genetic trait, sexual orientation, national origin, disability status, or any other characteristic protected by law.

Abrigo is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at Careers@abrigo.com with the subject line accommodation.",3.6,"Abrigo
3.6","Raleigh, NC",201 to 500 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Private,1,52,108,80.0,Abrigo,19,NC,0,0,1,1
CONTRACT - Software Engineer (Analytics) (NTD),$60K-$122K (Glassdoor Est.),"Nintendo Technology Development

The worldwide pioneer in the creation of interactive entertainment, Nintendo Co., Ltd., of Kyoto, Japan, manufactures and markets hardware and software for its Nintendo Switch ™ system and the Nintendo 3DS ™ family of portable systems. Since 1983, when it launched the Nintendo Entertainment System ™ , Nintendo has sold more than 4.7 billion video games and more than 740 million hardware units globally, including Nintendo Switch and the Nintendo 3DS family of systems, as well as the Game Boy ™ , Game Boy Advance, Nintendo DS ™ family of systems, Super NES ™ , Nintendo 64 ™ , Nintendo GameCube ™ , Wii ™ and Wii U ™ systems. It has also created industry icons that have become well-known, household names, such as Mario, Donkey Kong, Metroid, Zelda and Pokémon. A wholly owned subsidiary, Nintendo Technology Development, based in Redmond, Washington, creates future hardware/software technology and researches North American-based technologies.

As a Software Engineer in Analytics you’ll be working with a team of talented engineers and data scientists and be responsible for the implementation and maintenance of a data ingestion, storage, and visualization platform.

DESCRIPTION OF DUTIES

Design, implement, and test internal libraries and cloud-based infrastructure
Triage incoming issues and resolve defects in a timely manner
Work with project managers to gather and document functional requirements
Effectively and proactively document work
Works with Nintendo’s global technical teams on project priorities
SUMMARY OF REQUIREMENTS
3 – 5 years of experience developing software using C#
Working knowledge SQL and the ability to write queries
Solid experience with AWS including
Lambda Functions
Kinesis Streams and Kinesis Firehose
S3 Storage
Excellent verbal and written communication skills
Experience with Python, C++, JavaScript, and/or container services (i.e. Docker) is a plus
We are an equal opportunity employer of individuals with disabilities and protected veterans....valuing diversity…celebrating strengths.",4.2,"Nintendo of America Inc.
4.2","Redmond, WA",5001 to 10000 Employees,-1,Company - Public,Video Games,Media,$10+ billion (USD),Public,2,60,122,91.0,Nintendo of America Inc.,0,WA,0,1,1,1
Software Engineer II,$60K-$124K (Glassdoor Est.),"Corvid Technologies is seeking a Software Engineer II

Position Responsibilities*:

Applicant will be key contributor to the design and development of Java-based C2BMC applications and automated tests. Candidate will help generate software design artifacts, implement software changes, support design and code reviews, support software testing and resolution of issues arising from software testing.

Required Qualifications*:

_Applicant must hold an active U.S. DoD Security Clearance at the SECRET level. _

Education*:

A Bachelor's degree in software engineering, computer science, mathematics, physics, or related field from an accredited college is required.

Experience*:

Number Of Year(s) Required: 1+
Working knowledge of Ballistic Missile Defense concepts, and Command and Control (BM/C2) systems, defense communications systems, and the BMDS in general is especially beneficial. Experience in some or all of the following areas also desired: - Command and control system application development - Experience with Software Integration testing - Strong problem solving skills, including the ability to review performance issues, identify root cause and recommend a solution. The successful candidate will have good verbal and written communication skills, have the ability to work independently and will possess the poise and flexibility required to work in a highly dynamic environment. Applicant should have good working knowledge of MS Office products.

Technical Skill*:

Experience in software development of Java-based applications and systems. Candidate must have hands-on development experience for Java-based applications in a UNIX/Linux platform environment. Candidate must have experience developing software in a structured, process-based integrated team environment. Other required technical skills include: - use of common software development and management tools such as Clearcase and Eclipse - understanding of standard system engineering design artifacts such as Use Cases and SysML diagrams - experience implementing mathematical algorithms in source code

_Corvid offers a competitive benefits package comprised of BCBS healthcare, MetLife dental, 5.5% 401k match, gym membership, paid leave, and paid holidays._

_All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability or protected veteran status, or any other legally protected basis, in accordance with applicable law._

Job Type: Full-time

Benefits:
401(k)
401(k) matching
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Experience:
Software Engineering (in Java): 1 year (Required)
Education:
Bachelor's (Required)
Location:
Huntsville, AL 35806 (Required)
Security Clearance Required:
Secret (Required)
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
Company's website:
www.corvidtec.com
Work Remotely:
No",3.9,"Corvid Technologies LLC
3.9","Huntsville, AL",51 to 200 Employees,2004,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),Private,1,60,124,92.0,Corvid Technologies LLC,16,AL,0,0,0,0
Software Engineer,$40K-$87K (Glassdoor Est.),"MEMBERCLICKS IS LOOKING FOR A SOFTWARE ENGINEER TO JOIN OUR TEAM!


We seek a Software Engineer to help us build products that help associations serve their members and further their mission . We seek autonomous engineers who strive to understand the ""Why?"" behind their work. We seek people who see failure as an opportunity to learn and grow. We seek team members who understand the immense value of collaborating with others. You will join a team of thoughtful and engaged Engineers who value constant learning and self improvement.

At MemberClicks, we believe being an Engineer means being responsible for more than just pushing out quality code. We believe that getting closer to the people we build the software for is the key to making a product that helps good people to do more good things in the world. If that idea excites you, then come and join our Atlanta team and help us build great products.

Responsibilities include:
Work with team members to build features and products, from concept discovery through implementation.
Maintain software solutions after release, including bug fixes and performance tuning.
Help to define internal coding standards and mentor fellow team members.
Collaborate with external stakeholders outside of your team, especially customers.
Participate in the ongoing improvement of your team's Agile process and workflow.
Live out the MemberClicks mission and core values in your day-to-day work: autonomy, transparency and collaboration.
Signs that you're a fit for this job:
Familiarity with modern Javascript framework(s) like Angular, React, or Vue and server side technologies such as Node
Passionate about finding solutions to issues with a team.
Excited about working iteratively with a tight product feedback loop.
Effective communicator.
Working knowledge in a cloud environment such as AWS preferred.
We offer a competitive salary along with health benefits, including wellness! If you feel like a fit for this role, we'd love to hear from you.",4.3,"MemberClicks
4.3","Atlanta, GA",51 to 200 Employees,1998,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Private,0,40,87,63.5,MemberClicks,22,GA,0,0,0,0
Software Engineer - ColdFusion,$69K-$141K (Glassdoor Est.),"We're looking for a talented and highly motivated software engineers to join our team. As a growth stage technology company, Clear Capital is seeking developers eager to be part of a team, working closely with every part of the company from operations to our executive team. Learn more about our engineering teams here.

What you’ll do

Write high quality, well-tested, extensible and scalable code
Evaluate the short- and long-term implications of every implementation decision
You’ll work with a tight-knit team solving tough problems by building quality enterprise solutions with a professional design and coding process
Learn from accomplished developers through mentoring and committed collaboration and take your dev chops to the next level
Make an immediate impact by quickly getting up to speed and building features from start to finish

Who we’re looking for

You love tackling really tough problems, and value the correct solution over a sloppy one
You have a passion for software development, with side projects to prove it
You understand the value of tested solutions, and you’re a capable debugger
You’re comfortable reading & writing code, and can describe what each part of the code is doing
You’re great at taking constructive feedback on your work
You’re passionate about our mission to disrupt how banks, lenders and investors value real estate

Our tool kit

We believe in using the most effective tool for the job, and also relying on the strengths of our team.
Our stack and tooling includes: ColdFusion v. 12 (2016), Oracle 19c and modern tooling like JIRA, Jenkins, Git in an Agile environment

Why you’ll love it

Disrupt the Real Estate data industry by bringing cloud based, enterprise software and data services to the market for big banks, lenders and investors
See your work move into production quickly, and avoid the bureaucracy that slows down larger companies
Enjoy a modern office layout that is quiet, yet collaborative surrounded by top quality engineers that enjoy working with each other
Receive great benefits like 401(k) match, and health benefits, PTO and paid holidays
Work with a growth oriented company that is transforming itself and an industry where you can have a real impact on the company's future

About Us

Clear Capital is the premier provider of real estate valuation, analytics, and technology solutions. Powered by its more than 45 years worth of information on nearly every U.S. metro, neighborhood, and property, Clear Capital’s solutions are trusted by community credit unions and billion-dollar financial institutions alike. Clear Capital is headquartered in Reno-Tahoe with a team of more than 500 nationwide, dedicated to going wherever it leads, and doing whatever it takes.

To all recruitment agencies: Clear Capital does not accept agency resumes. Please do not forward resumes to our jobs alias, Clear Capital employees, or any other company location. Clear Capital is not responsible for any fees related to unsolicited resumes.

Compensation

Salary commensurate with experience

Clear Capital is an equal opportunity employer

INDT",4.0,"Clear Capital
4.0","Reno, NV",501 to 1000 Employees,2001,Company - Private,Real Estate,Real Estate,$100 to $500 million (USD),Private,1,69,141,105.0,Clear Capital,19,NV,1,0,0,0
Software Engineer,$68K-$139K (Glassdoor Est.),"Summary

New Visions for Public Schools is looking for a software engineer to join our Systems, Data Analytics, and Research team (SYSDAAR). As a member of our team, you will help build, test and maintain our school management platform built on Angular, Node.js, and MongoDB, supplemented by RXJS, Typescript, GraphQL, PostgreSQL, and other technologies.

Our team's work is integral to New Visions' direct support to over 700 public NYC high schools and more than 450,000 students in modernizing their tech infrastructure to improve the responsiveness and quality of operations, instruction, and student support.

The problems we are solving are challenging and interesting and our solutions have an immediate impact on students and staff at schools in NYC. We are looking for an engineer excited about making a difference and the prospect of joining a fun and growing team in an open, collaborative, and diverse environment.

The successful candidate will be hired as either a Software Engineer Level I or Level II based on prior experience demonstrated through the selection process.

Who you are:
You are passionate about mission-driven technical work that has a tangible and immediate impact on opportunities and outcomes for young people.
You are a strategic and analytical thinker with a natural curiosity for investigating issues and communicating insights.
You are detail-oriented with a commitment to code quality and accuracy.
You are collaborative and team-oriented with a strong sense of collective responsibility.
You are dedicated to continuous learning and skill-building, seeking out opportunities to develop your own new skills and to mentor team members in their professional growth.
Essential Job Functions

Software Design and Development
Write clean, testable, scalable and well-documented code
Write robust, thorough and thoughtful software tests (unit and integration)
Proactively contribute ideas for new features and identify areas for improvement
Develop a broad understanding of our existing code base and identify high-value refactors to improve code quality over time
Software support
Systematically debug user and system reported problems across all environments, using modern debugging techniques and tools
Proactively identify potential problems, recommend solutions, and contribute to implementation of fixes
Collaboration with Product, Design, and Quality Assurance teams
Develop domain knowledge through working with our product management and design teams, which will enable you to understand our user community and subsequently apply knowledge to your systems development and support responsibilities
Participate in product requirement review and task sizing/estimation
Leadership and Communication
Support the implementation of smart practices, protocols and technologies
Proactively communicate with your team when there are blockers and work together to identify solutions
Actively participate in architecture, engineering, and requirements planning meetings
Provide and receive constructive feedback
Required Education and Experience:
Undergraduate or graduate study in a related field, or an equivalent combination of experience, education, and/or training in the software development field
Experience in a production software engineering work environment or equivalent training program
Experience working in a continuous software delivery environment (agile or kanban) or equivalent training program
Required Knowledge and Skills:
Familiarity with design patterns (object oriented, singleton, subscriber/observer, functional programming, promises)
Javascript (ES5 / ES6 )
Experience with Javascript front end frameworks (Angular, React, etc.)
RESTful API development
Mongo
NodeJS
CSS / SCSS
Ability to work in a fast-paced environment, to be flexible, and to quickly adapt to new information
Strong analytical and problem-solving skills
Excellent organizational and project management skills
Collaborative and team-oriented with a strong attention to detail
Preferred Knowledge and Skill:
Typescript
NGRX
GraphQL
Hapi
Postgres
Storybook
Prior experience in education is welcome!
Disclaimer:

The statements herein are intended to describe the general nature and level of work being performed by the employee in this position. These statements are not intended to be construed as an exhaustive list of all responsibilities, duties, and skills required of a person in this position.

EEO:

New Visions for Public Schools is an equal opportunity employer. It is the policy of New Visions that all employees and applicants for employment will be treated in all respects on the basis of their merit and qualifications and without regards to their race, color, national origin, age, disability, sexual orientation, religion, gender, military status, marital status, ancestry, or any other reason prohibited by law.

New Visions believes that our people and teams should reflect the diverse communities we serve, and that our culture and internal structures should be inclusive and equitable for all prospective and current employees. We also recognize that perspectives from communities that have been historically marginalized, such as individuals of color, individuals from economically disadvantaged backgrounds, individuals with disabilities, individuals who identify as LGBTQIA, and women, are critical to the work we do. Hence, we strongly encourage applications from individuals living in the communities that we serve or who are members of marginalized communities.

New Visions provides a comprehensive and competitive compensation and benefits package in addition to the opportunity to make a significant impact on education reform and in the lives of urban youth.",3.8,"New Visions Central Office
3.8","New York, NY",501 to 1000 Employees,1989,Nonprofit Organization,K-12 Education,Education,$50 to $100 million (USD),Nonprofit Organization,1,68,139,103.5,New Visions Central Office,31,NY,0,0,0,1
Future Opportunity: Senior Back-End Software Engineer,$99K-$146K (Glassdoor Est.),"As a Senior Back-End Software Engineer, you will develop and automate business functionality of enterprise systems using primarily Microsoft technologies. You will employ modern DevOps engineering practices to implement both cloud and on-premise solutions for clients.

You will enable modern application transformation while being surrounded by people who are passionate about building modern applications that demonstrate leading technologies. You will learn our client’s business, organization, systems, challenges and goals, and utilize that knowledge on a team to deliver outstanding results.

Day to Day,You will
Build and automate the features and services that model complex business problems and power enterprise-scale systems
Implement APIs and Microservices, integrating with external systems, including database design, data access, and ORMs
Develop scalable cloud-based solutions, considering security and performance
Harness modern development and DevOps practices including CI/CD, containerization, and automated testing
Support the design, development, modification, maintenance and evaluation of applications
Support teams in evaluating detailed requirements
Prepare and obtain approval of system design documentation
Recommend changes in development, maintenance, and system standards
Lead multi-functional product development teams to design, develop, and improve software assets that meet or exceed internal and external (customer) expectations, and meet requirements for product functionality, cost, and delivery schedules
Apply knowledge to build an environment that fosters accountability, quality, commitment, growth, innovation, and supporting sales processes as needed
Your Skills
Experience is preferred in the following technical areas. (Note that not all areas are strictly required.)
Programming: C# / .Net
Service Development: RESTful APIs, Microservices,ASP.Net Core, Azure API Management, Azure API Apps
Microsoft Azure: Compute, Storage and PaaS services (Web Apps, Cognitive Services, App Services, Logic Apps, Azure Functions, Service Bus)
Data: Microsoft SQL Server, Azure SQL, Entity Framework/CosmosDB, DynamoDB, MySQL, MongoDB
Containers: Docker, Kubernetes
DevOps: Git, Azure DevOps, Maven, Jenkins
About You
You are a hardworking software engineer who is able to communicate complex concepts with clarity to non-technical audiences. While passionate about technology, you have a strong business sensibility and an ability to connect well with clients
You are comfortable analyzing, designing, developing, implementing and maintaining application code in a variety of contexts
You are comfortable developing cloud and/or on-premise web-based software solutions with complex application development and testing
You have a proven ability to connect with external clients
You have experience working with global teams
Preferred Years of Experience: 3-5 years of experience in software engineering with Microsoft technologies

Required Education: Bachelor's Degree in Computer Science, Computer or Electrical Engineering, Management Information Systems, or related field is required

Management Experience: None required

Important Note about this Future Opportunity:
We are actively recruiting and interviewing for this ‘Future Opportunity’ position, however will not be extending offers at the present time.

The outbreak and spread of COVID-19 has created uncertainty for many, and during this period Avanade is focused on the personal safety and well-being of our employees and candidates. The good news is that Avanade is a 38,000-person organization that depends on new ways of working every day and we’ve been relying on our workplace experience to empower our employees - wherever they’re working - for 20 years now. Thanks to our workplace platforms - the likes of Office 365, Microsoft Teams, SharePoint and more - we’ve been able to continue delivering work seamlessly and connecting with talent to explore opportunities for tomorrow.

What does that mean for you? It means you can apply and interview virtually, via video, for a future career opportunity without pressure to make a decision. It means that you will have the chance to connect with leaders and hiring managers at your own pace.

We encourage you to speak candidly with your recruiter about your career aspirations and expectations throughout this recruiting process. In return, we are committed to being transparent with you about our intent and goals around this position.",3.9,"Avanade
3.9","Chicago, IL",10000+ Employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),Private,2,99,146,122.5,Avanade,20,IL,1,0,1,1
Senior Software Engineer,$46K-$99K (Glassdoor Est.),"Overview


Senior Software Engineer

We are seeking a Senior Software Engineer with at least 5 years of experience to help us fulfill our mission of helping people achieve education and workplace success. This is a remote position.

Do you want to work with the latest technologies to produce cutting-edge, industry-changing technology and make a difference in people’s lives?

As an ACT team member, you will design and develop IT solutions supporting our important mission: helping people achieve education and workplace success. You can be part of bringing this goal to life every day, reaching 10 million people in all 50 states and 140 countries. Our 1,200 team members provide assessments and insights to improve lives.

ACT offers an outstanding benefits package, including 30 days of paid time off, medical, dental, and vision coverage, generous holidays, retirement benefits, tuition reimbursement, relocation fees, and scholarships for team members’ children.

We encourage work/life balance. In addition to generous leave time, ACT provides many convenience services to help you juggle your personal and professional life. We also provide a Wellness Center with plenty of equipment and showers, a nurse practitioner, fitness classes, and other activities to promote good health. Our campus is bike friendly with racks and repair stations.

The Senior Software Engineer is responsible for the design, development, testing, and support of Data Engineering Solutions =as part of an Agile Scrum team. More specifically, this position is responsible for software quality activities including ensuring that the appropriate quality assurance activities are executed using automated methods (including Python). The Senior Software Engineer will architect and develop automation solutions using Bitbucket for source control and Jenkins for coordinating builds.

What you will be working on:
Independently design flexible, scalable solutions, utilizing your skills in data structures, algorithms, and object oriented programming.
Independently build, customize, deploy, and manage software in a continuous integration environment. This includes automated build, test and deployment infrastructure.
Proactively monitor product scalability, reliability, consistency, and performance.
Actively participate in design / architectural discussions, grooming user stories, sprint demos, and daily scrums in a Behavior-Driven Development (BDD) approach. Recommend changes to better serve our customers.
Mentor and coach less experienced team members in technical areas.
Contribute to conversations about tool selection, organizational standards, best practices and process improvements.
This could be the job for you if you have (minimum requirements):
Demonstrated ability to develop complex software solutions
Strong understanding of Java and/or Python
Demonstrated ability to integrate code into automated deployment pipelines
Strong understanding of RESTful APIs
Strong knowledge of version control such as Git
Demonstrated relational and/or no-SQL database skills (MongoDB, Raven)
Demonstrated ability to use JSON and/or XML
Strong communication and collaboration skills
Bachelor’s degree in a related area required, preferably in Computer Science, Software Development, Information Systems or a related area or equivalent combination of education and experience from which comparable knowledge and abilities can be acquired
A minimum of 5 years of progressive IT experience in software development that includes coding in Python
Experience developing and utilizing systems to automate quality assurance activities
Experience working in an Agile development environment
Experience at ensuring quality in a large, complex technical environment
It’s a plus if you have:
Experience with Java and Kafka
Experience with AWS solutions
Experience with Jenkins
Ability to work as part of a Scrum team, following SAFe agile practices and taking ownership of assigned tasks
Demonstrated ability to support, mentor, coach and advise other team members.
Ability to develop innovative solutions to technical issues
Demonstrated ability to proactively own all activities related to scrum team execution, including anticipating and proactively planning work across sprints
Results-oriented and able to work across the organization
Comfortable in a rapidly transforming organization
Experience in architecting software solutions, and technical design in continuous integration environment
Demonstrated success in new technology implementation
Expertise in a static code analysis tools such as SonarQube, HPFortify, Crucible
Expertise in a production monitoring solutions such as NewRelic, Tivoli, App Dynamics, SCOM and synthetic transaction scripting


Your Work Makes a Difference

ACT team members are part of an organization dedicated to an important mission: Helping people achieve education and workplace success.

Everything we do contributes to this mission, including team member events, professional development resources, community outreach opportunities and solid benefit offerings. Helping team members achieve education and workplace success of their own advances the ACT mission on a daily basis.

You will be joining a well-established ACT business unit and be part of an exciting, hardworking team working from Iowa City and remote from across the US.

About ACT

When ACT was founded in 1959, it disrupted the assessment industry with a new approach to helping students better understand their readiness so they could take steps to improve it. By leveraging our expertise and authority in assessment and research, we will again disrupt the industry—helping more people learn, better measure their progress, and improve their navigation through life’s transitions.

More than ever before, ACT is fulfilling its mission of helping people achieve education and workplace success. We’re doing it by pushing the boundaries of learning innovation through the work of our people, who we call team members because we’re all in this together.

We know transformation does not come without challenge. That’s why ACT invests in a variety of experiences for team members to strengthen their connections, explore ideas, learn from customers, and celebrate success.

Learn more about working at ACT at act.org!

Qualifications",2.8,"ACT
2.8","Iowa City, IA",1001 to 5000 Employees,1959,Nonprofit Organization,K-12 Education,Education,$100 to $500 million (USD),Nonprofit Organization,1,46,99,72.5,ACT,61,IA,1,1,0,1
