Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Software Engineer,$48K-$98K (Glassdoor Est.),"It's fun to work in a company where people truly BELIEVE in what they're doing!

We're committed to bringing passion and customer focus to the business.

We Offer You:
Team Members that thrive on innovation and mischief.
Flexibility with your schedule to balance all that life throws your way.
Time to innovate and geek out on projects you design in support of our stuff.
A platform of products that are changing the way people experience life at work.
People dedicated to ensuring your experience becomes even more that you may have thought possible.
An organizational reputation that is second to none and growing!
Competitive pay with benefits that matter.
A chance to be part of something bigger – time to engage in your community.
What You Will Do:
Participate in the innovative advancements of our product platform and collaborate with our awesome agile team members.
Promote opportunities for refactoring and identify areas of optimization.
Research and leverage commercial products, libraries and tools that can be used to solve problems.
Participate in design sessions with other engineers, architects and product managers.
Use automation, including continuous integration, automated deployments, automated unit, and functional testing.
Provide constructive and honest feedback during sprint retrospectives with a team mindset.
What You Need:
Aptitude to learn and grow.
Willingness to adapt to our technology stack: AWS, React, TypeScript, CSS, HTML, C#, relational and NoSQL databases.
Interest in working as a full stack developer – ideally in a SaaS and/or micro service based system.
A passion for problem solving and innovation.
A degree in Computer Science or be good enough that we won’t notice
NAVEX Global is an equal opportunity employer, including disability/vets.

If you like wild growth and working with happy, enthusiastic over-achievers, you'll enjoy your career with us!",3.3,"NAVEX Global
3.3","Lake Oswego, OR",-1,1001 to 5000 Employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1
Software Engineer,$62K-$129K (Glassdoor Est.),"Give hope. Give health. Make your mark in the fight against cancer.

At Accuray, we make a direct and powerful impact on the lives of cancer patients every day — helping them live longer, better lives. But our commitment to innovation offers a truly unique opportunity: the chance to change the fight against cancer — helping to develop, introduce and support new treatment delivery systems and software that will give new hope and new health to cancer patients and cancer survivors around the world

Accuray develops, manufactures and sells radiotherapy systems that make cancer treatments shorter, safer, personalized and more effective, ultimately enabling patients to live longer, better lives. Our radiation treatment delivery systems in combination with fully-integrated software solutions set the industry standard for precision and cover the full range of radiation therapy and radiosurgery procedures.

Job Description

Summary:

The role will be part of a team to develop software using C++ in a Linux environment working on different software units/layers for the CyberKnife application. Projects may include smaller development tasks to larger UI/workflow updates using Qt trolltech. These will include design, development, implementation, and testing from input requirements. Collaborate with the team where your skillset and contribution are utilized towards a fun and exciting product line that helps cancer patients.

Essential Duties and Responsibilities:
This is a highly diverse role that will code in C++ for business logic/server-side and utilize Qt for UI design/client-side.
Design and Develop software as part of a team responsible for the maintenance, support, and improvement of the CyberKnife Treatment Delivery System.
Work with a cross-functional team and customers to understand requirements, and build a robust, effective system to meet them.
Implement new features and infrastructure improvements in a Linux based C++ environment.
Qualifications:

a. Required
B.S. in Computer Science or equivalent work experience
Proven skills in C/C++ programming, OOP, STL, and Object-Oriented design
Excellent written and verbal communication skills
A passion to make a difference in the area of cancer therapy
b. Preferred or Desired
Experience with Qt trolltech, OpenGL, and 3D volumetric / rendering
Client/server application development using C++ & multi-threading
Experience with large data models, zmq, and google protobuf
Understanding of rigid transformations, networking, and digital imaging
Experience working in medical device software development
EEO Statement

At Accuray Our commitment to patient-first outcomes drives an inclusive and collaborative work environment where the best ideas rise to the top — and everyone works to push them further. We value diversity in both the professional and personal backgrounds of our employees, as this variety adds rich energy to every team, every project and every work day. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin – including individuals with disabilities and veterans.

Apply Now",3.5,"Accuray
3.5","Sunnyvale, CA",-1,1001 to 5000 Employees,1990,Company - Public,Health Care Products Manufacturing,Manufacturing,$100 to $500 million (USD),-1
Senior Software Quality Assurance Engineer (Android Developer),-1,"_To be considered for this position: You must currently reside in Colorado and be eligible to work in the US. Given the timeline for this position, we are currently not able to offer sponsorship, or consider those wanting to relocate._
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\**
QualityLogic is seeking a *Senior Software Quality Assurance Engineer (Android Developer) *to join our operations team. This job is well suited to individuals who have extensive experience with software quality assurance or mobile app development. Our Senior QA Engineers are expected to be able to build automation test frameworks, contribute to existing test automation efforts, and to mentor junior QA Engineers.

The ideal candidate will have strong software development skills in several programming languages, experience leading small teams of developers, and a proven track record in software development or quality assurance.

Senior Software Quality Assurance Engineer (Android Developer) *_Required Qualifications_**: *
*Five years’ experience in mobile app development*
*Strong programming experience in at least one of the following languages: JAVA, Kotlin, Apple Swift*
*Experience with GIT and performing code reviews*
*Expert knowledge of SQL and no-SQL databases*
*Ability to write unit tests*
*Experience leading small development teams*
*Strong Analytical skills*
*Customer Focus and Relationship Building, including demonstrated ability to work well with business analysts, developers, management and end users*
*Have a positive, “can do” attitude*
Senior Software Quality Assurance Engineer (Android Developer)*_Preferred Qualifications_*:
Quality assurance experience, including documenting defects, building test plans, and performing exploratory testing
Experience with other programming languages such as Python and Ruby
Technical writing and communication skills including reviewing and building acceptance criteria for software development
Experience with integrating automation tests into CI / CD pipelines
Experience building automation code with Espresso, Apple UI Automation
Experience in creating test automation on web applications using Selenium, Capybara, and Appium
Package managers like Homebrew, npm, debuggers, http proxies and packet capture
Experience with load testing concepts and load test tools such as Apache JMeter or Locust
Experience with docker / vagrant / Kubernetes
Managing cloud resources via Amazon AWS or Microsoft Azure
_About QualityLogic_*:

QualityLogic delivers full spectrum QA products and services to technology companies in rapidly evolving markets, or where transformative technologies are changing the world. QualityLogic is a highly respected provider of test products and QA test and engineering services. The Company provides a flexible menu of services that scale to meet customers’ evolving needs. QualityLogic’s customers include technology companies around the world in a wide range of industries.

Companies of all sizes, in multiple markets look to QualityLogic to ensure the quality of their software applications, from media and entertainment to healthcare.

The Smart Energy market relies on QualityLogic for interoperability test tools and services.

The Imaging markets (Printer, Software and 3D Printing) rely on QualityLogic test solutions to validate their products’ performance, conformance to industry standards, and interoperability.
_Senior Software Quality Assurance Engineer (Android Developer) Benefits_**: *
The Company provides a competitive salary and benefits package which offers Medical and Dental Insurance, 401k, Paid Time Off, Paid Holidays, and additional benefits. QualityLogic is a fun and challenging place to work, and we are focused on creating great opportunities for our employees, their families, our customers, as well as the communities we serve.

For more information, visit www.qualitylogic.com.

Job Type: Full-time

Pay: $75,000.00 - $90,000.00 per year

Benefits:
401(k)
Dental insurance
Disability insurance
Employee assistance program
Flexible spending account
Health insurance
Life insurance
Paid time off
Referral program
Vision insurance
Schedule:
8 hour shift
Monday to Friday
Supplemental Pay:
Bonus pay
Experience:
Kotlin programming: 1 year (Preferred)
Apple Swift: 1 year (Preferred)
Mobile App Development: 5 years (Required)
JAVA programming: 5 years (Preferred)",4.2,"QualityLogic
4.2",Colorado,-1,51 to 200 Employees,1986,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1
Software Engineer,$44K-$95K (Glassdoor Est.),"Nova Biomedical is looking for a Software Engineer join our R&D department in Waltham, MA. This is a terrific opportunity for a college graduate to launch a career with an established medical device company – to learn, contribute and grow. We are open to hiring for this role at entry or mid-level. It could also be an opportunity for an experienced embedded software engineer to continue a career by contributing to a company that has an impact in peoples’ lives around the world. Nova’s product portfolio includes technologies currently being implemented in the clinical treatment of COVID 19 patients and by major biotherapeutic companies for vaccine development.

Working as part of the Test Fixture Engineering team, in this role, you will design and develop software to run test fixtures used in manufacturing process for PCB assemblies and electro-mechanical subassemblies. Development projects have a large variety of technologies used, including BLE (Bluetooth Low Energy) system, Wi-Fi, microcontrollers, motion control and vision systems.

To qualify, you would have a Bachelor’s degree in Computer Science, Software Engineering or Electrical Engineering, with object oriented programming background and ideally experience with C, C++ and C#. Candidates with more experience are encouraged to apply and will be considered for mid or Senior level roles. Please note that this is an onsite position, working full-time in our Waltham, MA office.

Highlights of benefits offered to Nova Biomedical employees include Blue Cross Blue Shield medical plan, tuition reimbursement, matching 401K, and an innovative scholarship program for children of employees.",2.9,"Nova Biomedical
2.9","Waltham, MA",-1,1001 to 5000 Employees,1977,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1
Senior Software Engineer,$56K-$117K (Glassdoor Est.),"Position Overview:

ZENETEX specializes in management and technology support services for a variety of Federal agencies and commercial organizations nationwide. “Because Service Matters” is our corporate cultural philosophy that brings total focus to both our employees and our customers. A new, 5-year contract award has created the opportunity for a Senior Software Engineer to support our NAVAIR customer in Orlando, FL. This is an exciting opportunity to be a part of a brand new DoD initiative!

Description:
Design, develop, implement, and document Modeling and Simulation (M&S) systems, software, research efforts, and related processes including training systems interoperability and identify research requirements and methods to improve current systems and processes in performing the following work:
Develop software using high order languages that is efficient, readable and well documented.
Prepare reports describing status of software under development.
Solve problems that arise during the development or modification of simulation related real-time computational systems.
Analyze requirements and prepare a software design approach for proposed projects. Provide alternative design approaches with trade-off analyses and risk assessments.
Develop cost and lead-time estimates for the software to be developed.
Prepare budgets and plans for purchase and maintenance of software to be developed.
Conduct analyses to ensure that software designs are cost effective and satisfy requirements.
Develop engineering specifications detailing design, expected performance, testing, and provisions for software acceptance.
Review software design and conduct code reviews.
Monitor and adhere to the software configuration management processes.
Identify problems encountered in software development and provide recommendations that resolve these problems.
Develop test plans and provide support in performing examinations and acceptance testing
Actively maintain and enhance job related knowledge and skills in M&S, software development techniques, state-of-the-art computer architectures, emerging technologies, and other software development areas.
Apply decision analysis techniques to ensure that the engineering approach is cost effective and satisfies the objectives.
Monitor and assess software development status and provide support in resolving related programmatic issues.
Qualifications:
BS degree in Computer Science, Computer Engineering, or equivalent engineering degree is required
Effective and professional written and verbal communications skills
Demonstrated proficiency with development in C++ in hosted in Linux environment (3+ years)
Proficient with MS Office products
Must be self-motivated and possess the ability to work independently

Preferred:

12 credit hours (or equivalent) coursework specializing in computer hardware and software (e.g., software design and engineering, system architecture, data structures, networks, operating system, digital design and real-time systems)
7 years of programming experience in software development associated with modeling and simulation within the training and training systems domains
7 years of experience in each of the following technical areas preferred:
Using scripting languages (Python, LUA, JavaScript Object Notation (JSON)), object oriented programming, eXtensible Markup Language (XML)
Utilizing software development processes and diagnostic tools
Software development hosted in an SELinux environment
Software development using Distributed Interactive Simulation (DOS) and High Level Architecture (HLA) standards
Experience with software engineering functions such as, requirements analysis and definition, configuration management, quality assurance, unit and system level testing, reliability and maintainabilty, cost estimating, risk analysis/assessment, and human factors
Experience utilizing current and emerging software development methodologies, processes, and life-cycle models (e.g., CMM, CMMI, IEEE12207, Waterfall, and Spiral)
Experience defining, implementing, collecting, and analyzing software related metrics
Security Clearance:
This position will require U.S. citizenship and a DoD Top Secret Clearance with eligibility for access to Sensitive Compartmented Information (SCI) and a current Single Scope Background Investigation (SSBI) or Federal Investigation Standard Tier 5 (T5) or Tier 5 Reinvestigation within the last 6 years

ZENETEX is an equal opportunity/affirmative action employer. Qualified applicants are considered for employment without regard to age, race, national origin, sexual orientation, gender, gender identity and expression, disability, veteran status, or any other characteristic protected by law.",4.1,"Zenetex LLC
4.1","Orlando, FL",-1,1001 to 5000 Employees,1999,Company - Private,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),-1
Software Engineer II,$37K-$80K (Glassdoor Est.),"Job Summary:

The Software Engineer II role will be responsible for developing cloud native applications on our .NET, Azure platform in support of Inside Response business needs. This role requires excellent communication skills and team collaboration demonstrated by working in partnerships with business line stakeholders and vendors while meeting objectives across assigned projects.

Essential Functions:

Implement features that meet business requirements while maintaining a healthy, sustainable, and reliable codebase
Contribute to overall group objectives like finding opportunities for cross-project code reuse, improving developer experience using automation, and improving operational stability.

Knowledge, Skills, and Abilities:

Experience developing web and server less applications using micro services and event driven architecture patterns
4+ years C#, .NET Core
3+ years Angular (modern) & Typescript
3+ years SQL experience, bonus if you have NoSQL experience using CosmosDB or Mongo
1+ years working with Azure
1+ years modern DevOps, such as Azure DevOps Pipelines
Ability to perform tasks with minimal technical supervision

Training and Experience:

Bachelor's degree in Software Engineering, Computer Science
Minimum of 4 years of software development or programming experience writing complex web applications and APIs.
Experience with Github
Experience with code-based unit testing such as xUnit
Experience with modern code deployment using Azure DevOps Pipelines",3.3,"SelectQuote
3.3","Overland Park, KS",-1,1001 to 5000 Employees,1985,Company - Public,Insurance Carriers,Insurance,$100 to $500 million (USD),-1
Software Engineer,-1,"Job Description:

Our Unmanned Systems group is looking to add a talented Software Engineer to design and develop algorithms, simulations, and visualization tools for autonomous robotics. The successful candidate will be passionate about designing, developing and applying cutting-edge technologies for prototype autonomous systems.

At Metron, we value innovation, inquisitiveness and insight. The successful candidate will be part of a team that designs and implements solutions addressing critical challenges in robotics for some of the most autonomous systems on or off the planet. In this position, you will see your ideas control robots in the most challenging environments.

As a Software Engineer you will be involved in the entire software process, from concept development to design, implementation, and demonstration. You will integrate into, and lead, dynamic and highly-motivated project teams, and use new ideas from across multiple fields to push the boundaries of the possible for intelligent systems. The ideal candidate will thrive in an environment working with motivated, engaged, intelligent people.

Responsibilities include, but are not limited to:

Technology research and evaluation
Requirements analysis, algorithm development, and collaborative design
Software development, integration, testing, demonstration, and documentation
Required Qualifications:
BS or MS in Computer Science, Software Engineering, Mathematics, or related field
Significant programming expertise with JAVA and/or C++
Knowledge of software design principles including industry best practices and design trends
Ability to communicate software and algorithm design, complexity analysis, and performance metrics in written and oral reports
Ability to quickly grasp and come up-to-speed with large software codebases
US CITIZENSHIP REQUIRED

Desrired Qualifications

Minimum of 2 years' experience
Experience with Linux
Familiarity with additional high-level languages (Python, Ruby, Scala, Spark, C++11, etc.)
Experience with 3D graphics libraries such as openGL
Experience with Git or other distributed configuration management systems
Experience with GitLab, Maven, CMake, or other similar development/automation tools
Experience with web development or embedded systems programming
Experience writing autonomy code, physics or agent-based simulators, robotic control systems or graphical tools

Position Location: Reston, VA

All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, or protected veteran status. Metron takes affirmative action in support of its policy to employ and advance in employment individuals who are minorities, women, protected veterans, and individuals with disabilities.

VEVRAA Federal Contractor",3.0,"Metron, Inc.
3.0","Reston, VA",-1,51 to 200 Employees,-1,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$25 to $50 million (USD),-1
Senior Software Engineer,$61K-$128K (Glassdoor Est.),"The Data Science group, a growing software development and research team, is seeking an experienced Senior Software Engineer to assist with the development of software for the processing, analysis, and management of next-generation sequencing (NGS) and other large-scale genomic data. The desired individual will have prior experience in a high-throughput setting and will work on multiple stages of the software development life cycle including clinical validation and release management.

Responsibilities

Implement, test, validate, and deploy custom software applications for the processing and analysis of large-scale clinical genomic data

Maintain, update, and support existing genomic data applications and pipelines

Support junior developers throughout the software development lifecycle

Qualifications

5+ years professional software development experience

BS or MS in Computer Science, Bioinformatics, or a related field

Proficiency in at least one major scripting language (Python preferred)

Proficiency in Linux shell

Expertise using Git or similar version control

Experience using JIRA or similar project tracking tools

Experience with modern software development and deployment practices included unit testing, continuous integration, etc.

Demonstrated ability to work both independently and in a team environment including mentoring junior developers in best coding practices and conducting code review

Strong oral and written communication skills

Additional Preferred Skills

Experience with cloud (Azure, AWS, etc.) or high-performance computing application development

Proficiency with relational databases (Postgres, MySQL, etc.)

Experience with non-relational databases (NoSQL)

Experience validating software in a regulated environment (CAP/CLIA/FDA/NY State)",2.8,"GeneDx
2.8","Gaithersburg, MD",-1,201 to 500 Employees,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),-1
Software Engineer,-1,"Currently seeking multiple levels of experience, the following is based on Level II need

Preference for location is Peachtree Corners, GA. will also consider Memphis, St. Louis, KY, Wilmington, OH. and Grand Rapids

Position Summary:

Designs, develops, troubleshoots and debugs software programs for enhancements and new products. This may include developing software and tools in support of design, infrastructure and technology platforms, including operating systems, compilers, routers, networks, utilities, databases, cloud-based and Internet-related tools. Determines hardware compatibility and/or influences hardware design.

Responsibilities:
Develop services for warehouse and distribution center automation projects
Contribute to the successful execution of projects through designing, coding, order entry, testing, and documentation activities.
Implement completed solutions onsite at customer locations
Participate in R&D projects for new product development
Write technical documentation to support project activities including functional specifications, interface specifications, and user documentation
Engage and interact with project management from both the customer and company
Communicate and facilitate conversation with customers at a technical and professional level
Convey to the end user all product application information specific to the project
Update and tailor Customer distribution and logistics software to meet customer requirements
Identify gaps in specifications and capability to “connect the dots” while on a deadline
Work with key business leaders and stakeholders to gather requirements and implement software according to business needs
Required Knowledge, Skills, Abilities:
Solid communication skills for meetings in-person and virtual meetings
Excellent testing and troubleshooting skills
C# and/or Angular development experience
Disciplined source control practices
Database design and SQL experience
Ability to learn both through training and exploration
Education and Experience:
Bachelors Degree and 2-4 years of experience or
Masters Degree and 0-2 years of experience
Desired experience:
Scripting languages such as Python, Ruby or Perl
Basic understanding of PLCs, photo-eyes, barcode scanners, and other conveyor-related controls is a plus
Experience with pre-sales solution development and pricing.
Experience in the design, implementation, and utilization of warehouse management software
Physical Requirements:
Normal office requirements
Other Relevant Information:
Ability to travel up to 50%
This job description describes the general nature and level of work expected of a person assigned to this position. All job requirements listed indicate the minimum level of knowledge, skills and/or ability deemed necessary to perform the job proficiently. Employees may be required to perform any other job-related duties as requested by their supervisor.

It is the policy of Material Handling Systems, Inc (MHS) and its affiliated companies to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, pregnancy or pregnancy-related condition, status with regard to public assistance, veteran status, citizenship status (if authorized to work in the U.S.), or any other characteristic protected by federal, state or local law. In addition, MHS will provide reasonable accommodations for qualified individuals with disabilities.

Job Type: Full-time

Pay: $75.00 - $105.00 per year

Benefits:
401(k)
Dental insurance
Health insurance
Life insurance
Paid time off
Relocation assistance
Tuition reimbursement
Vision insurance
Education:
Bachelor's (Required)
Willingness To Travel:
25% (Required)
Work Location:
Multiple locations
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Adaptable/flexible -- enjoys doing work that requires frequent shifts in direction
Innovative -- prefers working in unconventional ways or on tasks that require creativity
This Job Is:
A job for which military experienced candidates are encouraged to apply
Company's website:
https://www.mhsglobal.com/
Company's Facebook page:
https://www.facebook.com/MHSGlobal
Benefit Conditions:
Only full-time employees eligible",3.3,"Material Handling Systems Inc
3.3","Peachtree Corners, GA",-1,1001 to 5000 Employees,-1,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Software Engineer,$36K-$79K (Glassdoor Est.),"At Extra Space Storage, if it matters to you, it matters to us! It is a really exciting time to be at Extra Space Storage! We got our start in 1977. Today we are a New York Stock Exchange-traded company leading the self-storage industry in more ways than one. But in order to maintain this lead, we need exceptionally motivated, capable, and driven people like you. We offer a fast-paced collaborative environment where each of us directly contributes to the company’s success. Come join us and find out why so many of our employees recommend Extra Space Storage as a great place to work.

We’re looking to hire a self-driven individual that has a passion for helping organizations solve complex business and technology problems. This person will build and deliver intelligent and robust solutions for Extra Space Storage as a Mid or Senior Software Engineer on our Web Development team. The individual in this role will participate in technical requirements sessions and develop and document solutions built on .NET, React, and a content management system. A successful candidate will have a minimum of three years of relevant work experience, display a willingness to work on and around content management systems, and be adept at managing client expectations and maintaining scope according to defined requirements. This individual will focus 100% of their time on SEO-related projects, so prior SEO experience is a plus.

Responsibilities:
Translate business requirements into well-architected solutions that support customer acquisition on a public e-commerce web site
Develop solutions to enhance the SEO of extraspace.com
Participate in technical design sessions; architect and document technical solutions that are aligned with client business objectives and software development best practices
Ensure the technical feasibility of User Interface (UI)/User Experience (UX) designs
Manage technical scopes and client expectations
Work with and extend existing code and applications to implement client requirements and remediation tasks
Qualifications:
Minimum 2 years’ hands-on development experience using modern JavaScript frameworks (React, Angular, Knockout)
Minimum 2 years hands-on experience in relational database design and development, preferable SQL Server 2005/2012/2014
Understanding of object-oriented design principles
Experience working with agile software delivery methodologies such as Scrum
Experienced using team collaboration tools/source control programs, preferable GIT
SEO experience strongly preferred
Bonus:
2 years experience with React
Experience with Next.js framework and/or server side rendering
Hands-on development experience using .NET (3.0/3.5/4.0/4.5+)
Experience with mobile development and/or mobile-first responsive design
Strong background in design and development of enterprise systems as part of a complete software product lifecycle
Experience with Content Management Systems
Experience with MVC
Experience using Continuous Integration Frameworks
We pride ourselves on hiring top talent and provide the following benefits and more:
Well defined career paths
Qualify for Medical, Dental, and Vision benefits on Day 1
Health Savings Account (HSA) or Flexible Spending (FSA)
Company paid Life, AD&D, and Short & Long Term Disability
401K with company match after 90 days of service
Holiday pay and paid time off
Extensive Wellness Program and various Employee Discount Programs
Personal Health Advocate
Free soda, coffee, and drinks all day every day and much, much more!
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

If you are a current Extra Space employee, please apply through the \""Find Internal Career Openings\"" in Workday.",3.9,"Extra Space
3.9","Salt Lake City, UT",-1,1001 to 5000 Employees,1977,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),-1
Senior Software Engineer,-1,"Job Overview: *
Kikoda is seeking experienced local full-stack software engineers to join our exceptional team! In this role you’ll have the opportunity to design and develop new, cutting-edge software solutions and contribute to existing mission-critical applications. The primary tech stack includes .NET and/or .NET CORE, C#, React and React Native, and various database engines such as Oracle, SQL Server, and MySQL. Requirements and qualifications include:
Experience with Object-Oriented Programming concepts and practices
Strong C# and .NET development skills
An understanding of .NET MVC and MVVM Frameworks
A strong understanding of RESTful API standards
Experience with front-end frameworks such as Kendo UI, knockout.js, ReactJS, Angular JS, etc.
Solid understanding of database design, implementation, and interaction from code via Entity Framework or other ORMs. SQL Server or Oracle experience preferred.
Desire to explore and master new concepts and technologies
Knowledge of Google Tools, Search, Analytics, SEO
Ability to organize, prioritize, and perform multiple job tasks
Self-direction and ability to adapt to changing requirements and circumstances.
Excellent troubleshooting and communication skills, and exceptional attention to detail
High school diploma (or equivalent); BS/BA in computer science or information communication preferred
Successful candidates will have experience creating applications from scratch and be able to quickly learn and get settled into existing architectures, be comfortable working in both an Agile team environment as well as in an independent, self-directed setting with complete accountability and transparency, and be an effective and clear communicator. LOCAL CANDIDATES ONLY.
Job Responsibilities/Duties: *
Participate in requirements gathering, analysis, and systems design
Collaborate with team and clients to produce efficient software design and architecture
Write clean, scalable code with an emphasis on efficiency and reusability
Test and deploy applications, systems, and features
Revise, update, refactor, and debug code
Improve existing systems and applications
Assist in documentation development throughout the software development life cycle
Maintain code quality, organization, and automatization
Participate in the Agile process, including Sprint Planning, Stand-ups, and Retros
Self-Directed / Critical Thinker / Effective Communicator*
Troubleshooter / Problem Solver / Detail-Oriented*
Job Type: Full-time

Location:
Tallahassee, FL 32308 (Required)
Work authorization:
United States (Required)
Company's website:
https://kikoda.com/
Company's Facebook page:
https://www.facebook.com/LifeAtKikoda",5.0,"Kikoda
5.0","Tallahassee, FL",-1,1 to 50 Employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Software Engineer - Salesforce.com,$44K-$96K (Glassdoor Est.),"Must be a U.S. Citizen or Green Card Holder

Who we are: Mavens works to elevate healthcare worldwide. We connect people to cures using best-in-class cloud technology solutions. The Mavens Medical Information Cloud is a cloud-based solution used by some of the largest pharmaceutical companies in the world to collect, triage, and respond to inquiries from Healthcare Professionals as well as consumers.

Who you are: Mavens is seeking a Software Engineer to join our product team to drive the day-to-day engineering efforts required to improve our software-as-a-service Medical Information Cloud offering, built on the Force.com platform, Salesforce.com’s platform as a service. We are looking for a talented software engineer with strong development, problem solving, and communication skills to join us and be part of this exciting game-changing journey!

Why this role matters: You are an integral member of a fast-paced engineering team that innovates in the healthcare industry, leveraging world-class technologies.

Perks

● Open development days: every two weeks each member of the team spends a day working on projects that interest him/her, projects that expand skills and knowledge

● Participation in the technology community: we help cover travel and attendance costs for conferences & industry events

Responsibilities

● Design, develop, deploy, and maintain custom software solutions critical to the workflow of Medical Information call center Agents in responding to inbound requests.

● Write software in a variety of languages & platforms, including Salesforce.com, Amazon Web Services.

● Maintain, refactor, and enhance existing features & functionalities.

● Participate in daily stand-ups with the team and have regular retrospectives to discuss things that are going well and opportunities for improvements.

Requirements

● 2-5+ years experience building software or web applications with object oriented or functional programming languages that presented a focus on writing clean, well designed and scalable code

● Entrepreneurial, self-driven, and takes pride in improving our customers’ experiences

● Ability to thrive in a collaborative environment involving different stakeholders and subject matter experts

● Enjoys working with a diverse group of people with different expertise

● Excellent oral and written communication skills

● Experience with modern frameworks & languages such as Node.js, React, AngularJS, or Vue.js

● BS in Computer Science or related engineering disciplines

Bonus Points

● Experience developing on the Amazon Web Services platform

● Experience developing on the Force.com platform

Working at Mavens - Love What You Do And Make It Matter.

We are dedicated to building a company that we can all be proud of. We come from all over the world and bring with us the passion and skill to solve incredibly difficult problems and a shared commitment to fostering a culture of openness, diversity, respect, and excellence.

Our Values:

● Employees First

● Craftsmanship

● Accountability

● Customer Heroes

● Learning

● Joy

● Citizenship

● Integrity",4.9,"Mavens
4.9","Chicago, IL",-1,51 to 200 Employees,2007,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),-1
